ex2ey03x4st1w8wg0f63hpl0x,079400202444,1
9r2vw02py84njetxnxinq8apg,079400202413,1
m96ue3evipzepeukolnfpcs18,079400202413,1
sta0mxbiw6uxzl329mp1rrj80,079400202444,1
hb6uwj4jzkn7m02jhrx5uwa3p,079400024565,1
tu3nlpzlddx5xlln97bxpdoij,079400202444,1
tu67ae78yzb1vajtwr1zqx218,079400202444,1
6h38xafzi71jdq70frm4e3fxw,079400202444,1
268mnv7z5b5u6bklqzxefsjhp,079400202444,1
a4qzcxebgbpstco78w98rbdgx,079400202413,1
lkpwcima8amed8hsvhxql0m9s,079400202413,1
hbiyd8qw7w7r8p9l949nkd9ng,079400202444,1
l714qvoezww6vqcsv6w54169p,079400202413,1
sk5ws1ce75jbzad470wfbv349,079400202406,1
l99ilam4xgqq4hmtifrcf4fcu,079400202406,1
f2nbp9fv5muo7j5yszi9ymg5e,079400202390,1
f2nbp9fv5muo7j5yszi9ymg5e,079400202406,1
6f00jbdxrpao6fbwggefbf1bg,079400202437,1
lwccvyr2a4jsq2t3ipaa1qvzx,079400202413,1
p9uix8cywch51t4l8mthkhry4,079400202444,1
hzknzsq6i169jtvrc9rfcugy2,079400044228,1
62slxy47ob3m3nm4soqv25yvx,079400202437,1
decyaki0gmz7j11gpmrb940kf,079400202437,1
hcqlvapvmqg7c117snhp7mcfa,079400202406,1
3qfi8dfzjkga6mcj7w4qlms8f,079400202406,1
edz7hqn56n1aq8o9bjejyyfgg,079400202437,1
7d2na2e70vfuyo6oa7w31k38o,079400202390,1
ejfexzc1jsd1jigu915fh3dt9,079400202437,1
si16elwv26hhots9w2ylk0xtf,079400202413,1
io3y09jfbug284prem7opj8xb,079400202444,1
d9p0liuxedf6sv69xh4j2bu4b,079400202406,1
t7c5bzo1qna60ybnyvaq7cb4o,079400202444,1
aoptd1mbeogoqtj80lak4fn7g,079400202437,1
f5b2beyt1ojy3ckywargh3ilr,079400202406,1
ac2h2dszjlomi9x3lm68r02yf,079400202406,1
hheqadey5glchbz39w9ytiadt,079400202437,1
ds1rueojd0295bk63gppkvtrp,079400202444,1
u7m3k2zi4bbi8t4uw6qn2kwgo,079400202444,1
396nq0wnehoscxterddi39wyk,079400202413,1
a5wsqp1s75nj27ti5v6en6w08,079400202406,1
2sn6ej15pykxxl89e7jg4dkk1,079400202390,1
pm6er29rwgx41yi953795ftil,079400202444,1
dp3zku9oeueetajpoh6xarhx3,079400202444,1
hljebyd1yfgila49618wguqst,011111119253,1
itoob37gnl40khu23e0uyjrxc,079400202390,1
2hhnpd8dte23gqdsje0vv5v1l,079400202413,1
tj6lkwu5pv08b0u8f9koml8of,079400202390,1
otfvwyztkrzwammxujwem493h,079400406927,1
kyetvxfijkvjfs1l1xepihchl,079400202406,1
f1o9jiohxp8xoqjl85b81fhex,079400202413,1
2kju68vdszyo80w1o4ezre1il,079400202444,1
m7zcq0oydar8c55qfeveobac3,079400202444,1
ln3r0gzae41i429r42i7owl9d,011111124257,1
hdte2qki3oeov4y3mxn2jmu8d,079400202390,1
t27cfk3e46r49j9vvberufaez,079400202413,1
apyhruk4yb75gex9xzd417hb5,079400202437,1
1xwrsjmqz1i1wngj8ovfppfhq,079400202406,1
px4g3twa7v7ollqq5pl32usrn,079400202406,1
7cetgpoqi1dwusuazasvt3rt8,079400206053,1
p0x10x1vdjbazfxwx4s97f108,079400202444,1
tkuxvm6zsjptoro1ho1z6jf37,079400202437,1
tc9zdonjjcvnb8gb8zjqoyykv,079400202406,1
2daves4o2a9s9k7kph08y5tou,079400202406,1
ic95ytga57lt60a094dvp9p3n,079400202444,1
txetm4uqtms0ptguh0bpyyf47,079400202413,1
2ipi8bo7s35g3brhi9mt9qe2j,079400202406,1
tmb4quvnsg5uok3jlf18cnuoc,079400202437,1
sfdqu8lk77h0eg3zgm6231twi,079400202390,1
2kk7pgtmlyj1vqrdqko1ktswp,079400202413,1
thbkuxbxtai1xksdh8d8nt2ti,079400202413,1
lebm3ipz9emzz0277u7189f06,079400202413,1
lhgdhe84s8xx141jxl0x2mi4l,079400202413,1
63tzlqj34kdlcixq7avra3o4a,079400072177,1
7jwmd4f363a67wg49fuvuytiz,079400208460,1
6w7wxbbj3wtch6w87cb4dm6uw,079400202437,1
srjs1j5p2bkpcz0jhowrglflv,011111124257,1
aepwrur47qcojomg30ezq1kt5,079400202413,1
hjajmtry3uc2g405gwt2svsz2,079400202413,1
aw0dgwpx8m7pag35hza1eipy0,079400044228,1
q28czwxkrn66srdovzd0fl9vl,079400202437,1
dcl96yfrgezie3jhgx4x4vhne,079400202444,1
azfdzo7tvns3k2a729fl3qllq,079400202413,1
swqeu4u7e6y2l5kvvgbdol69r,079400202406,1
67tdlybvf2w41d35omh7ptas5,079400202406,1
mgon2datx0spwhcxefhgt8h43,079400147714,1
pef22wbxbanu5lw69goweyxbl,079400202406,1
sjyg1l7j1u1b3cgfiix0gu3jb,079400202444,1
u7qvfeh4cae43iul4fedssjsy,079400202406,1
77z3etvbpst57q0xmab7yjews,011111076242,1
5spyci0jmh18fxy06leultvk1,079400202413,1
eghhvd26s4qds594qm4cuhll9,079400202413,1
elp1h308scjhgli3aurwv8w9m,079400202406,1
icv40xcil3ibi94sjfgoo10bp,011111116023,1
3p07tul27nwkvdpnhj7bxsh4t,079400202413,1
smj1wezaxn0exi1vijn57gxu5,079400202406,1
sr3ctxkalec7ov2ztnomwvm0q,079400202413,1
m49dezckivbfufhvjjkaisodu,079400202413,1
szwwbzhy12enru4j7imp0qwd9,079400202437,1
ozd6gjq434228taggflpws3be,079400202406,1
adebpsv2mcwuty8hwu1cvnrwu,079400202390,1
kvgnmgbgdrw74ww5t22kmllk9,079400202413,1
mnxv46sxd5wx7ycfd7zj01udo,079400206053,1
2rzbtrlja30lo52ry96nr7aet,079400202406,1
2rzbtrlja30lo52ry96nr7aet,079400202390,1
